sample_key,SID,DOI,sample_id,paper_title,year,composition,material_system,n_or_p,n_or_p_basis,n_or_p_step6,n_or_p_basis_step6,n_or_p_confidence_step6,sintering_method,sintering_checked,record_checked,additive_auto_step9,additive_manual_step9,structure_auto_step9,structure_manual_step9,nanocarbon_keyword_detected_step9,nanocarbon_type_auto_step9,rare_metal_flag_auto_step9,toxicity_flag_auto_step9,fitting_source_preference_step8,fitting_source_actual_step10,sigma_obs_source_step11,tau_eff_step12,log_tau_eff_step12,tau_eff_unit_step12,tau_eff_mode_step12,n_fit_rows_step12,n_fit_temperature_points_step12,temperature_min_fit_step12,temperature_max_fit_step12,temperature_span_fit_step12,sigma_fit_mae_step12,sigma_fit_rmse_step12,sigma_fit_mape_step12,sigma_fit_log_mae_step12,sigma_fit_log_rmse_step12,sigma_fit_r2_log_step12,sigma_fit_bias_log_step12,tau_eff_log_std_step12,tau_eff_geometric_std_factor_step12,tau_eff_train_step12,n_train_rows_step12,n_holdout_rows_step12,sigma_holdout_mae_step12,sigma_holdout_rmse_step12,sigma_holdout_mape_step12,sigma_holdout_log_rmse_step12,sigma_holdout_r2_log_step12,holdout_eval_status_step12,fit_status_step12,fit_note_step12,prefactor_source_step12,seebeck_obs_V_per_K_step11,kappa_obs_W_per_mK_step11,zt_obs_dimensionless_step11,power_factor_obs_W_per_mK2_step11,zt_calc_from_obs_step11,can_eval_power_factor_step11,can_calc_zt_from_obs_step11,can_compare_zt_obs_step11,row_quality_step11,n_prefactor_available_rows_step12,n_prefactor_unavailable_rows_step12,log_tau_eff_train_step12,tau_fit_problem_reason_step12,doi_url
10.1016_j.jallcom.2005.12.127__sample_25175,1575,10.1016/j.jallcom.2005.12.127,25175,,,La0.9Sr0.1CoO3,unknown,p,"estimated from Seebeck sign: positive=25, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=25, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,False,Electrical conductivity,Electrical conductivity,from_sigma,0.26877839387031116,-1.3138680535105427,relative_scale,empirical_group_baseline,25,25,298.876,779.726,480.85,8836.030662313604,9889.320451504393,1.1952651569946333,0.8096404638701508,0.9371638227943646,-0.524811921672568,-2.486899575160351e-16,0.9564888213509449,2.602542420689625,0.21378082614354937,20,5,15633.664308125266,15669.53690654899,0.680243701936617,1.1485567949236977,-1416.6957042669824,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,0.0001024582,0.8948863,,3.536606331448673e-05,0.011675536376998134,False,False,False,fit_only,25,0,-1.5428039656871229,large fit MAPE; large holdout log RMSE,https://doi.org/10.1016/j.jallcom.2005.12.127
10.1016_j.jallcom.2005.12.127__sample_25176,1575,10.1016/j.jallcom.2005.12.127,25176,,,LaCoO3,unknown,p,"estimated from Seebeck sign: positive=25, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=25, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,False,Electrical conductivity,Electrical conductivity,from_sigma,0.08192177352262006,-2.5019904684792396,relative_scale,empirical_group_baseline,25,25,297.558,781.016,483.45799999999997,8145.63550662818,10564.697143278347,4.092392944867183,1.7129998215892508,1.8704534733121851,-0.20920969908824127,-1.7763568394002506e-16,1.9090235821797363,6.746498180408689,0.04885783718245721,20,5,20492.56495181064,20537.728794517116,0.9239577204737761,2.587228794653334,-1933.816408161319,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,0.0004894437,1.229465,,7.654917278496013e-05,0.02118800709759146,False,False,False,fit_only,25,0,-3.018840479738982,large fit MAPE; large fit log RMSE; large holdout log RMSE,https://doi.org/10.1016/j.jallcom.2005.12.127
10.1016_j.jallcom.2005.12.127__sample_25178,1575,10.1016/j.jallcom.2005.12.127,25178,,,LaCoO3,unknown,p,"estimated from Seebeck sign: positive=25, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=25, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,False,Electrical conductivity,Electrical conductivity,from_sigma,0.3851812995360045,-0.9540411476509489,relative_scale,empirical_group_baseline,21,21,377.872,780.285,402.41299999999995,27134.72651689486,32032.23470668671,10.890962754475959,1.6045672687379575,1.9760636999007652,-0.12856421419774522,-6.767073673905716e-16,2.0248627443283107,7.575071151800711,0.23531101010068667,16,5,55539.944316880756,55628.602190928934,0.8730228941227635,2.072669495066841,-2288.10322200662,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,0.0003658536,1.494545,,9.287421477756716e-05,0.023481772235984102,True,True,False,fit_and_zt_eval,21,0,-1.446847192585396,large fit MAPE; large fit log RMSE; large holdout log RMSE,https://doi.org/10.1016/j.jallcom.2005.12.127
10.1016_j.jallcom.2006.08.368__sample_3566,1567,10.1016/j.jallcom.2006.08.368,3566,,,CoSb3,unknown,p,"estimated from Seebeck sign: positive=7, negative=2, zero=0, positive_ratio=0.778, negative_ratio=0.222",p,"estimated from Seebeck sign: positive=7, negative=2, zero=0, positive_ratio=0.778, negative_ratio=0.222",medium,unknown,no,no,unknown,,unknown,,False,unknown,True,True,Electrical resistivity,Electrical resistivity,from_rho,0.1866250235067418,-1.6786538971657012,relative_scale,empirical_group_baseline,9,9,299.316,699.619,400.30300000000005,7931.504045411111,9383.62794796132,1.8304053472708448,1.1322226085745288,1.2433645570379905,-0.15658865017974244,9.868649107779169e-17,1.3187872646528558,3.738884349500432,0.13001058496924342,7,2,17195.459595042055,17250.90882899304,0.8032184467305434,1.6273142567474237,-547.7907072756276,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,,,,,,False,False,False,fit_only,9,0,-2.04013940900088,large fit MAPE; large fit log RMSE; large holdout log RMSE,https://doi.org/10.1016/j.jallcom.2006.08.368
10.1016_j.jallcom.2007.09.053__sample_15337,1595,10.1016/j.jallcom.2007.09.053,15337,,,Pb0.78Sn0.22Ge0.005Te,unknown,p,"estimated from Seebeck sign: positive=39, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=39, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,True,Electrical conductivity,Electrical conductivity,from_sigma,1.196188291763818,0.17914007772204832,relative_scale,empirical_group_baseline,41,41,140.856,440.255,299.399,55691.36764806801,64943.722673008,1.1805838551358805,0.9557855384092336,1.0016474157042845,-0.31739920111148745,-2.599546594244269e-16,1.0140907178461642,2.756855497850034,1.7048334230294406,32,9,62815.25065402392,62872.3000287165,4.0714007010770334,1.6202409719618838,-108.84040192254464,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,7.170127e-05,1.555409,,0.000993218631897163,0.108689982979327,True,False,False,fit_and_pf_eval,41,0,0.5334674068596446,large fit MAPE; large fit log RMSE; large holdout log RMSE,https://doi.org/10.1016/j.jallcom.2007.09.053
10.1016_j.jallcom.2007.11.086__sample_12931,1601,10.1016/j.jallcom.2007.11.086,12931,,,Cr0.99Mn0.01Sb2,unknown,n,"estimated from Seebeck sign: positive=0, negative=54, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=54, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,True,Electrical resistivity,Electrical resistivity,from_rho,3.495439845888227,1.2514592178068717,relative_scale,empirical_group_baseline,30,30,241.783,299.347,57.56399999999999,215858.23059930166,547295.4677309524,0.4865261802557392,0.5391215503947346,0.73793208919685,-0.05509194496346104,1.1842378929335003e-16,0.7505472267525608,2.1181588126901265,2.5493469981121257,24,6,867514.4223362169,1254832.5891788306,0.7478177796717187,1.730887724535275,-4.926262595957084,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,,,,,,False,False,False,fit_only,30,0,0.9358372472047497,large holdout log RMSE,https://doi.org/10.1016/j.jallcom.2007.11.086
10.1016_j.jallcom.2007.12.055__sample_11271,1605,10.1016/j.jallcom.2007.12.055,11271,,,TiCoGe0.05Sb0.95,unknown,p,"estimated from Seebeck sign: positive=10, negative=3, zero=0, positive_ratio=0.769, negative_ratio=0.231",p,"estimated from Seebeck sign: positive=10, negative=3, zero=0, positive_ratio=0.769, negative_ratio=0.231",medium,unknown,no,no,unknown,,unknown,,False,unknown,True,True,Electrical conductivity,Electrical conductivity,from_sigma,0.13019351071354504,-2.03873339135956,relative_scale,empirical_group_baseline,13,13,301.596,852.474,550.878,2230.1522755993874,2768.2603291678547,0.48921209788874886,0.46314677252485453,0.5727836050468905,-3.117988145268111,0.0,0.5961720778388747,1.8151572041791784,0.10245098371543,10,3,4501.232334121742,4641.214954088795,0.6282764532057804,1.0869281620699476,-209.3035451282002,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,-3.468208e-06,,0.0,3.8539881001106806e-08,,True,False,False,fit_and_pf_eval,13,0,-2.2783708024357616,large holdout log RMSE,https://doi.org/10.1016/j.jallcom.2007.12.055
10.1016_j.jallcom.2007.12.055__sample_11272,1605,10.1016/j.jallcom.2007.12.055,11272,,,TiCoGe0.08Sb0.92,unknown,p,"estimated from Seebeck sign: positive=11, negative=1, zero=1, positive_ratio=0.917, negative_ratio=0.083",p,"estimated from Seebeck sign: positive=11, negative=1, zero=1, positive_ratio=0.917, negative_ratio=0.083",high,unknown,no,no,unknown,,unknown,,False,unknown,True,True,Electrical conductivity,Electrical conductivity,from_sigma,0.16757947278922464,-1.7862975758263837,relative_scale,empirical_group_baseline,13,13,299.152,853.776,554.624,2649.1908900312287,3273.9052015024245,0.44672742803983656,0.42835009510022837,0.5297231737294781,-3.7056313315096316,-2.049642507000289e-16,0.5513533599409731,1.7356003210841457,0.13402521197650924,10,3,5241.917165679869,5348.810823796491,0.6057965271303031,1.0073566245921743,-825.194052558541,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,6.936416e-06,8.107047,0.0009771987,2.2379087449570672e-07,1.1018800310375376e-05,False,False,False,fit_only,13,0,-2.0097273476506166,large holdout log RMSE,https://doi.org/10.1016/j.jallcom.2007.12.055
10.1016_j.jallcom.2007.12.055__sample_11273,1605,10.1016/j.jallcom.2007.12.055,11273,,,TiCoGe0.1Sb0.9,unknown,p,"estimated from Seebeck sign: positive=13, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=13, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,True,Electrical conductivity,Electrical conductivity,from_sigma,0.21307416122276787,-1.5461149991166976,relative_scale,empirical_group_baseline,13,13,300.424,852.617,552.193,4377.911929547412,5216.097839958959,0.6253855530896936,0.5587418724338448,0.6646636610732506,-2.0761783243872993,-2.7328566760003855e-16,0.6918038721684334,1.9973151868866923,0.16337590775516567,10,3,8493.986045655407,8613.774568940535,0.6711693193173272,1.185273718983109,-907.1879208770133,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,0.0001236994,5.080849,-0.0004885993,0.00013091230821657686,,False,False,False,fit_only,13,0,-1.8117015507859144,large holdout log RMSE,https://doi.org/10.1016/j.jallcom.2007.12.055
10.1016_j.jallcom.2008.01.012__sample_15338,1606,10.1016/j.jallcom.2008.01.012,15338,,,Pb0.55Te0.45,unknown,n,"estimated from Seebeck sign: positive=0, negative=38, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=38, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,True,Electrical conductivity,Electrical conductivity,from_sigma,2.127417042128797,0.7549085875811907,relative_scale,empirical_group_baseline,68,68,320.884,737.784,416.9,63431.05047030474,76325.63838181416,0.526161973797418,0.46500699857544,0.5336482200363692,0.3120521192979625,2.612289469706251e-16,0.537615919424686,1.7119206364387862,2.621866112315798,54,14,89462.21714237158,90255.2150592663,1.7856897800647447,1.0242447274764805,-91.79864529320662,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,-6.303568e-05,4.38488,0.0806159,0.0012481556575953518,0.28646458461963314,False,False,False,fit_only,68,0,0.9638863208477306,large holdout log RMSE,https://doi.org/10.1016/j.jallcom.2008.01.012
10.1016_j.jallcom.2008.02.041__sample_11278,1608,10.1016/j.jallcom.2008.02.041,11278,,,TiNiSn,unknown,n,"estimated from Seebeck sign: positive=0, negative=14, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=14, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,unknown,no,no,unknown,,unknown,,False,unknown,False,False,Electrical conductivity,Electrical conductivity,from_sigma,0.5561805406395206,-0.5866623240591019,relative_scale,empirical_group_baseline,14,14,333.958,957.424,623.4659999999999,18024.156490486323,22225.34255938078,0.887712678213271,0.6410207731324712,0.8208581661348833,-0.6722971197798973,1.2688263138573217e-16,0.8518447766124337,2.343966961312975,0.4239372720818394,11,3,39973.52441867015,41050.36193345325,0.699727243431116,1.3150573104594552,-228.72429792059586,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,-0.0002807377,5.335484,0.05176517,0.0005311565969756615,,True,False,False,fit_and_pf_eval,14,0,-0.8581697778980634,large holdout log RMSE,https://doi.org/10.1016/j.jallcom.2008.02.041
10.1016_j.jallcom.2008.02.041__sample_11282,1608,10.1016/j.jallcom.2008.02.041,11282,,,ZrNiSn,unknown,n,"estimated from Seebeck sign: positive=0, negative=14, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=14, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,unknown,no,no,unknown,,unknown,,False,unknown,False,False,Electrical conductivity,Electrical conductivity,from_sigma,0.6118480858536459,-0.4912712530122533,relative_scale,empirical_group_baseline,14,14,326.832,968.144,641.312,20046.71912333661,23365.110052393695,0.8043862469930259,0.6326190886085822,0.7505601404630902,-0.6612767910750201,3.806478941571965e-16,0.7788930677238559,2.1790588594229767,0.4798640892466001,11,3,40611.67435275607,40893.759654437396,0.6754016061098191,1.141847331027878,-425.74682154432173,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,-0.0003508197,5.993548,0.5011151,0.0013011099811876122,,True,False,False,fit_and_pf_eval,14,0,-0.7342523625769112,large holdout log RMSE,https://doi.org/10.1016/j.jallcom.2008.02.041
10.1016_j.jallcom.2008.08.044__sample_2209,9561,10.1016/j.jallcom.2008.08.044,2209,,,Ba8Cu6Ge40,unknown,p,"estimated from Seebeck sign: positive=31, negative=7, zero=0, positive_ratio=0.816, negative_ratio=0.184",p,"estimated from Seebeck sign: positive=31, negative=7, zero=0, positive_ratio=0.816, negative_ratio=0.184",medium,unknown,no,no,unknown,,unknown,,False,unknown,True,False,Electrical conductivity,Electrical conductivity,from_sigma,0.003577294594480998,-5.633148464120252,relative_scale,empirical_group_baseline,65,65,14.092,293.657,279.565,280.9495626281726,348.7530538516875,6.237450729435648,1.3921775791860154,1.7082516586564267,-0.40832672979347784,7.788641526601098e-16,1.721545646380828,5.593166844706444,0.0022773413774217497,52,13,677.1901565661489,681.5395509760327,0.8928815084908194,2.2678676732103953,-355.5377655227515,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,3.076923e-05,,-8.534051e-06,2.335795386168806e-09,,True,False,False,fit_and_pf_eval,65,0,-6.084746578929987,large fit MAPE; large fit log RMSE; large holdout log RMSE,https://doi.org/10.1016/j.jallcom.2008.08.044
10.1016_j.jallcom.2008.12.071__sample_11750,1618,10.1016/j.jallcom.2008.12.071,11750,,,Bi0.925Sb0.075,unknown,n,"estimated from Seebeck sign: positive=0, negative=32, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=32, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,True,Electrical resistivity,Electrical resistivity,from_rho,3.217403562075405,1.1685746871020102,relative_scale,empirical_group_baseline,92,92,4.679,298.172,293.49300000000005,235490.79483885018,259345.2295087511,2.293510504121227,0.9995181438623506,1.2197890555122748,-0.047091713849817696,-3.089316242435218e-16,1.226472881191671,3.409183709264221,2.4665158225689394,73,19,422318.9699688084,423333.40682266833,0.7232969512150049,1.2884922412566922,-828.6502222024938,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,,,,,,False,False,False,fit_only,92,0,0.9028065566595005,large fit MAPE; large fit log RMSE; large holdout log RMSE,https://doi.org/10.1016/j.jallcom.2008.12.071
10.1016_j.jallcom.2008.12.071__sample_11755,1618,10.1016/j.jallcom.2008.12.071,11755,,,Bi0.9Sb0.1,unknown,n,"estimated from Seebeck sign: positive=0, negative=43, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=43, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,True,Electrical resistivity,Electrical resistivity,from_rho,2.3829522757499504,0.8683401709542292,relative_scale,empirical_group_baseline,42,42,2.033,297.986,295.953,332686.9884493717,385931.19729139033,3.164559273058268,1.4943111563939055,1.6189413991484272,-0.05066570491694322,-5.498247360048394e-16,1.6385656477602597,5.147780483800137,1.5753878832934534,33,9,607462.690120998,608068.9599093427,0.8549571219350686,1.9315186564362032,-2443.601000703473,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,,,,,,False,False,False,fit_only,42,0,0.4545015170638148,large fit MAPE; large fit log RMSE; large holdout log RMSE,https://doi.org/10.1016/j.jallcom.2008.12.071
10.1016_j.jallcom.2009.04.068__sample_24856,9571,10.1016/j.jallcom.2009.04.068,24856,,,La0.67Ca0.33Mn0.96V0.04O3,unknown,p,"estimated from Seebeck sign: positive=25, negative=8, zero=0, positive_ratio=0.758, negative_ratio=0.242",p,"estimated from Seebeck sign: positive=25, negative=8, zero=0, positive_ratio=0.758, negative_ratio=0.242",medium,unknown,no,no,unknown,,unknown,,False,unknown,True,False,Electrical resistivity,Electrical resistivity,from_rho,0.0015358731849734843,-6.478656209531296,relative_scale,empirical_group_baseline,19,19,5.075,309.866,304.791,71.01487054196784,123.1231640512424,1.434155132967274,1.042205106798393,1.1850648758790854,0.05369260767308692,9.349246523159212e-17,1.2175384192159544,3.3788601510978546,0.001005631388963582,15,4,238.25503868224715,276.4063964043054,0.8572925409136508,2.0431807515833236,-12.055719583928528,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,,,,,,False,False,False,fit_only,19,0,-6.902139687011126,large fit MAPE; large fit log RMSE; large holdout log RMSE,https://doi.org/10.1016/j.jallcom.2009.04.068
10.1016_j.jallcom.2009.04.068__sample_24857,9571,10.1016/j.jallcom.2009.04.068,24857,,,La0.67Ca0.33Mn0.92V0.08O3,unknown,p,"estimated from Seebeck sign: positive=38, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=38, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,False,Electrical resistivity,Electrical resistivity,from_rho,0.0002888005922621756,-8.1497741001784,relative_scale,empirical_group_baseline,35,35,4.734,309.546,304.812,21.7754150161517,46.48672072065115,1.4855799337578701,1.1620773808891374,1.3495631538536004,0.06184512850348056,-1.1419436824715897e-15,1.3692658479291515,3.9324626098846034,0.00017025607182736077,28,7,88.9906409880447,106.67770816778881,0.9171531328829662,2.696281136816795,-13.287502197074964,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,,,,,,False,False,False,fit_only,35,0,-8.6782069493864,large fit MAPE; large fit log RMSE; large holdout log RMSE,https://doi.org/10.1016/j.jallcom.2009.04.068
